22.49327373 56.62457545 1
34.22941409 43.70371641 2
20.10282749 74.72154376 3
36.24939715 42.52266914 4
71.64594823 1.43118044 5
94.76543967 55.97603342 6
95.57505161 3.64832189 7
23.08362593 97.10318912 8
78.65346041 68.84906202 9
42.24214281 50.96325555 10
68.30012042 27.69687312 11
18.51177943 53.19989433 12
91.36349596 14.09873758 13
36.13586074 61.28504265 14
37.03495215 92.63406172 15
78.0861583 40.47177413 16
50.74136283 87.68442762 17
15.82450947 29.15580963 18
37.59402867 47.92609333 19
28.32152123 90.76002314 20
50.64272622 76.9130391 21
53.26394348 53.78222217 22
19.43863901 23.65243054 23
49.11458876 1.90790054 24
7.49850739 8.64326838 25
47.12884391 24.20137214 26
63.6598585 34.35937661 27
22.59873353 44.97664554 28
51.54188576 41.26540569 29
93.73831185 11.42316205 30
66.10053264 28.17552985 31
48.10506382 83.15810453 32
84.14004253 36.07042666 33
87.68608588 78.26592879 34
16.00348 83.99239289 35
30.97404811 33.35379373 36
39.09456806 15.76200836 37
12.8639841 41.46679288 38
60.58556105 38.02142713 39
56.62530654 31.91593151 40
53.33530449 96.24584955 41
43.88269635 83.00483706 42
69.39477384 33.51857007 43
72.01851745 79.06334041 44
25.21602424 34.24317075 45
9.51349754 8.68344307 46
37.5812994 42.38143863 47
8.15845235 78.27865806 48
21.5481347 4.15546172 49
43.45541314 62.44838529 50
11.85214534 25.5705387 51
4.19782098 49.05328655 52
58.66745289 82.93819492 53
9.47992052 80.74698606 54
79.040378 33.89477289 55
87.33708248 67.62431751 56
69.85937761 68.78022117 57
49.37084548 60.74584856 58
97.7012088 78.61063712 59
60.19081108 77.08276695 60
87.14619218 30.29569137 61
14.23378997 75.27250842 62
27.32286999 77.60775763 63
46.44883352 51.12899526 64
18.23678059 10.09575329 65
86.4226195 69.91107402 66
64.33370801 9.37955953 67
81.03563948 76.9988391 68
7.68224555 9.48443995 69
42.25417489 13.2773764 70
56.62078716 70.40874263 71
19.09830608 73.51983528 72
60.81103625 31.53084844 73
65.73431621 41.48775495 74
89.85851448 74.07487276 75
81.42947814 22.99529334 76
