0.668466 0.43647
0.364564 0.103462
0.736058 0.677816
0.383255 0.750548
0.428127 0.657018
0.254343 0.603331
0.739941 0.631694
0.26464 0.785819
0.974923 0.765186
0.913109 0.769093
0.536527 0.502906
0.744724 0.824789
0.671277 0.626404
0.057381 0.640708
0.881733 0.32894
0.950606 0.192268
0.228123 0.156271
0.684805 0.463579
0.237406 0.156438
0.819815 0.111869
0.638498 0.0822768
0.1015 0.669023
0.642424 0.990417
0.565145 0.373979
0.98614 0.0805187
0.824398 0.229737
0.458781 0.118486
0.0145043 0.378725
0.129076 0.287422
0.358593 0.390271
0.992688 0.810065
0.825756 0.553944
0.258221 0.186458
0.849679 0.772493
0.990661 0.390605
0.576564 0.148153
0.330969 0.869861
0.6111 0.856058
0.0106183 0.690806
0.729234 0.398515
0.379786 0.675352
0.526487 0.833881
0.667975 0.870836
0.470562 0.0738096
0.695806 0.19785
0.327008 0.842599
0.756732 0.619549
0.426673 0.392402
0.887424 0.676199
0.743708 0.568046
