0.0252121 0.0420361
0.0162861 0.159916
0.0352302 0.277035
0.0435719 0.382361
0.00952 0.460587
0.00398557 0.595132
0.000416195 0.713416
0.0325181 0.851331
0.131192 0.0108726
0.118497 0.0953961
0.119817 0.201399
0.133529 0.419213
0.121774 0.453222
0.126429 0.668305
0.134898 0.738981
0.102377 0.834883
0.271944 0.0101797
0.237176 0.10544
0.232087 0.294011
0.216274 0.423316
0.258664 0.460384
0.29255 0.579921
0.244852 0.726043
0.220248 0.849876
0.369835 0.0438163
0.421445 0.141458
0.33214 0.217641
0.380236 0.393178
0.332002 0.511145
0.384365 0.593584
0.337118 0.796662
0.423703 0.846201
0.516182 0.041542
0.504933 0.151442
0.474567 0.27865
0.491821 0.327403
0.476531 0.457916
0.530445 0.641392
0.488314 0.725814
0.468767 0.874077
0.626521 0.0296478
0.62991 0.0881233
0.646144 0.293515
0.648522 0.423207
0.65261 0.462826
0.629603 0.58926
0.672229 0.764252
0.639165 0.879837
0.717047 0.0191423
0.70467 0.12292
0.788375 0.225311
0.796862 0.420095
0.764801 0.54691
0.744207 0.648684
0.758942 0.737436
0.723214 0.856213
0.878348 0.0403673
0.908932 0.10149
0.917233 0.269612
0.900958 0.421296
0.881614 0.480401
0.85629 0.592188
0.832214 0.727475
0.888386 0.859295
0.2952 0.0745551
